  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.042 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0374   0.01462   0.00181  -0.0159   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0163   0.01458   0.00164  -0.0161   1.0003   0.9997   1.0000 300.0000
   0.000   0.0695   0.01460   0.00161  -0.0161   1.0003   0.9997   1.0000 300.0000
   0.500   0.1222   0.01469   0.00172  -0.0161   1.0003   0.9997   1.0000 300.0000
   1.000   0.1739   0.01487   0.00200  -0.0163   1.0003   0.9997   1.0000 300.0000
   1.500   0.2231   0.01523   0.00254  -0.0168   1.0003   0.9997   1.0000 300.0000
   2.000   0.2650   0.01620   0.00362  -0.0184   1.0003   0.9997   1.0000 300.0000
   2.500   0.3044   0.01793   0.00536  -0.0218   1.0003   0.9997   1.0000 300.0000
   3.000   0.4854   0.01917   0.00715  -0.0453   0.8717   0.9997  19.1866 300.0000
   3.500   0.5395   0.02018   0.00792  -0.0384   0.7474   0.9997  36.3498 300.0000
   4.000   0.5706   0.02195   0.00903  -0.0277   0.6097   0.9997  55.3854 300.0000
   4.500   0.5972   0.02265   0.00829  -0.0162   0.3857   0.9997  86.6071 300.0000
   5.000   0.6364   0.02799   0.01043  -0.0115   0.1611   0.9997 117.9201 300.0000
   5.500   0.6903   0.03341   0.01495  -0.0099   0.1275   0.9997 122.7236 300.0000
   6.000   0.7422   0.04097   0.02252  -0.0090   0.1223   0.9997 123.4708 300.0000
   6.500   0.7836   0.05064   0.03255  -0.0100   0.1228   0.9997 123.4049 300.0000
   7.000   0.8129   0.06291   0.04512  -0.0140   0.1321   0.9997 122.0582 300.0000
