  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.040 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0377   0.01499   0.00185  -0.0159   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0159   0.01495   0.00167  -0.0160   1.0003   0.9997   1.0000 300.0000
   0.000   0.0690   0.01497   0.00164  -0.0160   1.0003   0.9997   1.0000 300.0000
   0.500   0.1216   0.01506   0.00176  -0.0160   1.0003   0.9997   1.0000 300.0000
   1.000   0.1732   0.01524   0.00203  -0.0162   1.0003   0.9997   1.0000 300.0000
   1.500   0.2224   0.01560   0.00257  -0.0167   1.0003   0.9997   1.0000 300.0000
   2.000   0.2646   0.01652   0.00362  -0.0181   1.0003   0.9997   1.0000 300.0000
   2.500   0.3036   0.01822   0.00532  -0.0213   1.0003   0.9997   1.0000 300.0000
   3.000   0.4754   0.01990   0.00757  -0.0454   0.8926   0.9997  16.2993 300.0000
   3.500   0.5435   0.02080   0.00837  -0.0406   0.7600   0.9997  34.6052 300.0000
   4.000   0.5735   0.02259   0.00949  -0.0290   0.6203   0.9997  53.8845 300.0000
   4.500   0.5995   0.02347   0.00903  -0.0168   0.4022   0.9997  84.3195 300.0000
   5.000   0.6369   0.02851   0.01091  -0.0114   0.1715   0.9997 116.4570 300.0000
   5.500   0.6903   0.03399   0.01534  -0.0097   0.1337   0.9997 121.8388 300.0000
   6.000   0.7422   0.04163   0.02303  -0.0090   0.1276   0.9997 122.7157 300.0000
   6.500   0.7834   0.05177   0.03364  -0.0104   0.1301   0.9997 122.3502 300.0000
   7.000   0.8109   0.06426   0.04651  -0.0152   0.1388   0.9997 121.1055 300.0000
