  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.043 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0371   0.01435   0.00178  -0.0160   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0166   0.01432   0.00161  -0.0161   1.0003   0.9997   1.0000 300.0000
   0.000   0.0699   0.01434   0.00159  -0.0161   1.0003   0.9997   1.0000 300.0000
   0.500   0.1226   0.01443   0.00170  -0.0162   1.0003   0.9997   1.0000 300.0000
   1.000   0.1744   0.01461   0.00198  -0.0163   1.0003   0.9997   1.0000 300.0000
   1.500   0.2236   0.01497   0.00252  -0.0169   1.0003   0.9997   1.0000 300.0000
   2.000   0.2654   0.01597   0.00363  -0.0187   1.0003   0.9997   1.0000 300.0000
   2.500   0.3177   0.01775   0.00546  -0.0245   0.9912   0.9997   2.3985 300.0000
   3.000   0.4889   0.01866   0.00684  -0.0446   0.8587   0.9997  20.9997 300.0000
   3.500   0.5367   0.01976   0.00762  -0.0370   0.7384   0.9997  37.5861 300.0000
   4.000   0.5687   0.02151   0.00871  -0.0268   0.6025   0.9997  56.4087 300.0000
   4.500   0.5956   0.02210   0.00778  -0.0158   0.3734   0.9997  88.3215 300.0000
   5.000   0.6360   0.02760   0.01011  -0.0117   0.1537   0.9997 118.9718 300.0000
   5.500   0.6902   0.03301   0.01464  -0.0100   0.1234   0.9997 123.3178 300.0000
   6.000   0.7423   0.04027   0.02167  -0.0089   0.1178   0.9997 124.1195 300.0000
   6.500   0.7843   0.04962   0.03141  -0.0096   0.1172   0.9997 124.2072 300.0000
   7.000   0.8109   0.06310   0.04575  -0.0149   0.1306   0.9997 122.2841 300.0000
