  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.043 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0371   0.01427   0.00177  -0.0160   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0167   0.01423   0.00160  -0.0161   1.0003   0.9997   1.0000 300.0000
   0.000   0.0700   0.01426   0.00158  -0.0162   1.0003   0.9997   1.0000 300.0000
   0.500   0.1228   0.01435   0.00169  -0.0162   1.0003   0.9997   1.0000 300.0000
   1.000   0.1745   0.01452   0.00197  -0.0164   1.0003   0.9997   1.0000 300.0000
   1.500   0.2238   0.01489   0.00251  -0.0170   1.0003   0.9997   1.0000 300.0000
   2.000   0.2655   0.01590   0.00363  -0.0187   1.0003   0.9997   1.0000 300.0000
   2.500   0.3269   0.01769   0.00550  -0.0262   0.9848   0.9997   3.3530 300.0000
   3.000   0.4889   0.01852   0.00676  -0.0442   0.8545   0.9997  21.5943 300.0000
   3.500   0.5358   0.01962   0.00752  -0.0364   0.7359   0.9997  37.9270 300.0000
   4.000   0.5681   0.02136   0.00860  -0.0266   0.6003   0.9997  56.7250 300.0000
   4.500   0.5950   0.02192   0.00761  -0.0156   0.3695   0.9997  88.8608 300.0000
   5.000   0.6361   0.02748   0.01011  -0.0117   0.1512   0.9997 119.3297 300.0000
   5.500   0.6902   0.03288   0.01458  -0.0100   0.1220   0.9997 123.5146 300.0000
   6.000   0.7422   0.04020   0.02176  -0.0090   0.1168   0.9997 124.2675 300.0000
   6.500   0.7840   0.04956   0.03148  -0.0097   0.1162   0.9997 124.3604 300.0000
   7.000   0.8107   0.06307   0.04582  -0.0150   0.1299   0.9997 122.3725 300.0000
