  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.038 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0379   0.01519   0.00187  -0.0158   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0156   0.01515   0.00169  -0.0159   1.0003   0.9997   1.0000 300.0000
   0.000   0.0688   0.01517   0.00166  -0.0160   1.0003   0.9997   1.0000 300.0000
   0.500   0.1213   0.01526   0.00177  -0.0160   1.0003   0.9997   1.0000 300.0000
   1.000   0.1728   0.01544   0.00205  -0.0161   1.0003   0.9997   1.0000 300.0000
   1.500   0.2220   0.01579   0.00258  -0.0166   1.0003   0.9997   1.0000 300.0000
   2.000   0.2644   0.01669   0.00362  -0.0180   1.0003   0.9997   1.0000 300.0000
   2.500   0.3032   0.01837   0.00531  -0.0210   1.0003   0.9997   1.0000 300.0000
   3.000   0.4661   0.02030   0.00778  -0.0448   0.9053   0.9997  14.5614 300.0000
   3.500   0.5455   0.02115   0.00861  -0.0418   0.7669   0.9997  33.6658 300.0000
   4.000   0.5751   0.02293   0.00975  -0.0298   0.6258   0.9997  53.1151 300.0000
   4.500   0.6007   0.02390   0.00941  -0.0172   0.4107   0.9997  83.1454 300.0000
   5.000   0.6370   0.02877   0.01109  -0.0113   0.1769   0.9997 115.6891 300.0000
   5.500   0.6905   0.03436   0.01570  -0.0097   0.1373   0.9997 121.3206 300.0000
   6.000   0.7421   0.04203   0.02335  -0.0090   0.1305   0.9997 122.2858 300.0000
   6.500   0.7846   0.05177   0.03323  -0.0100   0.1323   0.9997 122.0323 300.0000
   7.000   0.8083   0.06560   0.04806  -0.0167   0.1446   0.9997 120.2752 300.0000
