  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.043 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0372   0.01444   0.00179  -0.0160   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0165   0.01440   0.00162  -0.0161   1.0003   0.9997   1.0000 300.0000
   0.000   0.0698   0.01443   0.00159  -0.0161   1.0003   0.9997   1.0000 300.0000
   0.500   0.1225   0.01452   0.00171  -0.0162   1.0003   0.9997   1.0000 300.0000
   1.000   0.1742   0.01469   0.00198  -0.0163   1.0003   0.9997   1.0000 300.0000
   1.500   0.2234   0.01506   0.00252  -0.0169   1.0003   0.9997   1.0000 300.0000
   2.000   0.2653   0.01605   0.00363  -0.0186   1.0003   0.9997   1.0000 300.0000
   2.500   0.3078   0.01780   0.00540  -0.0226   0.9979   0.9997   1.3675 300.0000
   3.000   0.4875   0.01884   0.00695  -0.0448   0.8627   0.9997  20.4420 300.0000
   3.500   0.5376   0.01989   0.00771  -0.0374   0.7416   0.9997  37.1387 300.0000
   4.000   0.5693   0.02164   0.00879  -0.0270   0.6056   0.9997  55.9734 300.0000
   4.500   0.5961   0.02228   0.00794  -0.0159   0.3776   0.9997  87.7355 300.0000
   5.000   0.6363   0.02773   0.01031  -0.0116   0.1560   0.9997 118.6503 300.0000
   5.500   0.6901   0.03312   0.01462  -0.0099   0.1247   0.9997 123.1332 300.0000
   6.000   0.7424   0.04032   0.02154  -0.0089   0.1187   0.9997 123.9873 300.0000
   6.500   0.7848   0.04961   0.03119  -0.0094   0.1181   0.9997 124.0821 300.0000
   7.000   0.8114   0.06308   0.04561  -0.0147   0.1311   0.9997 122.2024 300.0000
