  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.036 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0384   0.01571   0.00192  -0.0157   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0151   0.01567   0.00174  -0.0158   1.0003   0.9997   1.0000 300.0000
   0.000   0.0681   0.01570   0.00171  -0.0158   1.0003   0.9997   1.0000 300.0000
   0.500   0.1205   0.01579   0.00182  -0.0159   1.0003   0.9997   1.0000 300.0000
   1.000   0.1719   0.01597   0.00210  -0.0160   1.0003   0.9997   1.0000 300.0000
   1.500   0.2210   0.01632   0.00263  -0.0164   1.0003   0.9997   1.0000 300.0000
   2.000   0.2638   0.01717   0.00363  -0.0176   1.0003   0.9997   1.0000 300.0000
   2.500   0.3023   0.01879   0.00527  -0.0204   1.0003   0.9997   1.0000 300.0000
   3.000   0.4131   0.02123   0.00805  -0.0375   0.9483   0.9997   8.5643 300.0000
   3.500   0.5503   0.02210   0.00929  -0.0451   0.7862   0.9997  31.0277 300.0000
   4.000   0.5797   0.02390   0.01049  -0.0321   0.6405   0.9997  51.0911 300.0000
   4.500   0.6042   0.02516   0.01056  -0.0185   0.4307   0.9997  80.3766 300.0000
   5.000   0.6374   0.02944   0.01162  -0.0112   0.1921   0.9997 113.5653 300.0000
   5.500   0.6912   0.03534   0.01655  -0.0096   0.1484   0.9997 119.7277 300.0000
   6.000   0.7421   0.04299   0.02408  -0.0091   0.1384   0.9997 121.1646 300.0000
   6.500   0.7824   0.05383   0.03563  -0.0114   0.1430   0.9997 120.4955 300.0000
   7.000   0.8102   0.06649   0.04849  -0.0165   0.1535   0.9997 119.0022 300.0000
