  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.048 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0364   0.01365   0.00170  -0.0162   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0174   0.01361   0.00154  -0.0163   1.0003   0.9997   1.0000 300.0000
   0.000   0.0709   0.01364   0.00152  -0.0163   1.0003   0.9997   1.0000 300.0000
   0.500   0.1238   0.01372   0.00163  -0.0164   1.0003   0.9997   1.0000 300.0000
   1.000   0.1757   0.01390   0.00191  -0.0165   1.0003   0.9997   1.0000 300.0000
   1.500   0.2250   0.01428   0.00247  -0.0173   1.0003   0.9997   1.0000 300.0000
   2.000   0.2665   0.01538   0.00365  -0.0194   1.0003   0.9997   1.0000 300.0000
   2.500   0.3858   0.01685   0.00538  -0.0360   0.9435   0.9997   9.2160 300.0000
   3.000   0.4886   0.01743   0.00606  -0.0413   0.8267   0.9997  25.4470 300.0000
   3.500   0.5291   0.01867   0.00686  -0.0333   0.7144   0.9997  40.8983 300.0000
   4.000   0.5639   0.02033   0.00786  -0.0248   0.5835   0.9997  59.1328 300.0000
   4.500   0.5916   0.02073   0.00654  -0.0151   0.3339   0.9997  93.7942 300.0000
   5.000   0.6352   0.02651   0.00934  -0.0122   0.1338   0.9997 121.8179 300.0000
   5.500   0.6900   0.03183   0.01359  -0.0103   0.1122   0.9997 124.9374 300.0000
   6.000   0.7420   0.03859   0.02013  -0.0091   0.1056   0.9997 125.9043 300.0000
   6.500   0.7847   0.04805   0.03019  -0.0095   0.1075   0.9997 125.6260 300.0000
   7.000   0.8128   0.06172   0.04468  -0.0141   0.1238   0.9997 123.2574 300.0000
