  
       XFOIL         Version 6.99
  
 Calculated polar for: Airfoils2D_049_0.6F_100_-3                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.037 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000  -0.0381   0.01539   0.00189  -0.0158   1.0003   0.9997   1.0000 300.0000
  -0.500   0.0154   0.01535   0.00171  -0.0159   1.0003   0.9997   1.0000 300.0000
   0.000   0.0685   0.01537   0.00168  -0.0159   1.0003   0.9997   1.0000 300.0000
   0.500   0.1210   0.01546   0.00179  -0.0159   1.0003   0.9997   1.0000 300.0000
   1.000   0.1725   0.01564   0.00207  -0.0161   1.0003   0.9997   1.0000 300.0000
   1.500   0.2216   0.01600   0.00260  -0.0165   1.0003   0.9997   1.0000 300.0000
   2.000   0.2642   0.01688   0.00362  -0.0179   1.0003   0.9997   1.0000 300.0000
   2.500   0.3029   0.01853   0.00529  -0.0208   1.0003   0.9997   1.0000 300.0000
   3.000   0.4520   0.02070   0.00795  -0.0432   0.9199   0.9997  12.5348 300.0000
   3.500   0.5474   0.02151   0.00887  -0.0431   0.7741   0.9997  32.6776 300.0000
   4.000   0.5768   0.02331   0.01005  -0.0307   0.6310   0.9997  52.3908 300.0000
   4.500   0.6020   0.02437   0.00981  -0.0176   0.4192   0.9997  81.9727 300.0000
   5.000   0.6370   0.02901   0.01123  -0.0113   0.1827   0.9997 114.8801 300.0000
   5.500   0.6906   0.03470   0.01596  -0.0097   0.1411   0.9997 120.7688 300.0000
   6.000   0.7422   0.04225   0.02336  -0.0089   0.1331   0.9997 121.9176 300.0000
   6.500   0.7831   0.05289   0.03468  -0.0108   0.1374   0.9997 121.2953 300.0000
   7.000   0.8066   0.06668   0.04923  -0.0178   0.1500   0.9997 119.4969 300.0000
