  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.320 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1424   0.00546   0.00074  -0.0414   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1972   0.00553   0.00078  -0.0411   1.0000   1.0000   1.0000 250.0000
   0.000   0.2797   0.00556   0.00079  -0.0466   0.9681   1.0000   5.6251 250.0000
   0.500   0.3469   0.00599   0.00051  -0.0472   0.7317   1.0000  32.5742 250.0000
   1.000   0.3956   0.00703   0.00063  -0.0454   0.5628   1.0000  51.6993 250.0000
   1.500   0.4490   0.00763   0.00077  -0.0447   0.4845   1.0000  60.5495 250.0000
   2.000   0.5031   0.00813   0.00091  -0.0442   0.4230   1.0000  67.5131 250.0000
   2.500   0.5572   0.00864   0.00105  -0.0438   0.3663   1.0000  73.9494 250.0000
   3.000   0.6113   0.00917   0.00121  -0.0433   0.3085   1.0000  80.5360 250.0000
   3.500   0.6650   0.00979   0.00140  -0.0429   0.2489   1.0000  87.3481 250.0000
   4.000   0.7184   0.01053   0.00165  -0.0425   0.1886   1.0000  94.2959 250.0000
   4.500   0.7712   0.01144   0.00200  -0.0420   0.1249   1.0000 101.7426 250.0000
   5.000   0.8222   0.01305   0.00275  -0.0414   0.0557   1.0000 110.1997 250.0000
   5.500   0.8723   0.01505   0.00394  -0.0404   0.0329   1.0000 113.2929 250.0000
   6.000   0.9211   0.01730   0.00537  -0.0392   0.0248   1.0000 114.5244 250.0000
   6.500   0.9678   0.02035   0.00738  -0.0376   0.0204   1.0000 115.2773 250.0000
   7.000   1.0141   0.02368   0.00982  -0.0361   0.0178   1.0000 115.7578 250.0000
