  
       XFOIL         Version 6.99
  
 Calculated polar for: 424-35+430-20_0.65+2                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.198 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -1.000   0.1353   0.00688   0.00091  -0.0401   1.0000   1.0000   1.0000 250.0000
  -0.500   0.1896   0.00696   0.00094  -0.0397   1.0000   1.0000   1.0000 250.0000
   0.000   0.2437   0.00708   0.00106  -0.0394   1.0000   1.0000   1.0000 250.0000
   0.500   0.3193   0.00719   0.00121  -0.0436   0.9771   1.0000   4.5862 250.0000
   1.000   0.4024   0.00751   0.00089  -0.0470   0.7267   1.0000  33.1464 250.0000
   1.500   0.4496   0.00868   0.00106  -0.0445   0.5678   1.0000  51.1344 250.0000
   2.000   0.5018   0.00945   0.00129  -0.0435   0.4878   1.0000  60.1837 250.0000
   2.500   0.5548   0.01011   0.00152  -0.0428   0.4221   1.0000  67.6178 250.0000
   3.000   0.6080   0.01076   0.00175  -0.0422   0.3601   1.0000  74.6482 250.0000
   3.500   0.6611   0.01146   0.00198  -0.0415   0.2973   1.0000  81.8075 250.0000
   4.000   0.7138   0.01226   0.00226  -0.0410   0.2319   1.0000  89.2967 250.0000
   4.500   0.7660   0.01325   0.00264  -0.0404   0.1621   1.0000  97.3718 250.0000
   5.000   0.8161   0.01510   0.00345  -0.0397   0.0807   1.0000 107.0571 250.0000
   5.500   0.8646   0.01770   0.00494  -0.0384   0.0475   1.0000 111.2714 250.0000
   6.000   0.9121   0.02064   0.00671  -0.0370   0.0357   1.0000 112.8884 250.0000
   6.500   0.9599   0.02444   0.00948  -0.0352   0.0301   1.0000 113.7007 250.0000
