Airfoilsbezier_000_-2_0.7
1.000000000000000000e+00 4.178810049779713154e-04
9.914734363555908203e-01 1.276524853892624378e-03
9.829453229904174805e-01 2.139093121513724327e-03
9.744156002998352051e-01 3.005258738994598389e-03
9.658843278884887695e-01 3.874694695696234703e-03
9.530843496322631836e-01 5.184266250580549240e-03
9.445489645004272461e-01 6.060449872165918350e-03
9.360117912292480469e-01 6.938760168850421906e-03
9.274728894233703613e-01 7.818875834345817566e-03
9.189319014549255371e-01 8.700490929186344147e-03
9.103890061378479004e-01 9.583257138729095459e-03
9.018446207046508789e-01 1.046678889542818069e-02
8.932996392250061035e-01 1.135068014264106750e-02
8.847547173500061035e-01 1.223450899124145508e-02
8.762107491493225098e-01 1.311786007136106491e-02
8.676683902740478516e-01 1.400032918900251389e-02
8.591280579566955566e-01 1.488154195249080658e-02
8.505897521972656250e-01 1.576116308569908142e-02
8.420532345771789551e-01 1.663888618350028992e-02
8.335184454917907715e-01 1.751438528299331665e-02
8.249853253364562988e-01 1.838733628392219543e-02
8.164538741111755371e-01 1.925741136074066162e-02
8.079240322113037109e-01 2.012428268790245056e-02
7.993957400321960449e-01 2.098762430250644684e-02
7.908689975738525391e-01 2.184711210429668427e-02
7.823436856269836426e-01 2.270242013037204742e-02
7.738199234008789062e-01 2.355322428047657013e-02
7.652975320816040039e-01 2.439920045435428619e-02
7.567764520645141602e-01 2.524003945291042328e-02
7.482566833496093750e-01 2.607542276382446289e-02
7.397383451461791992e-01 2.690500579774379730e-02
7.312215566635131836e-01 2.772841602563858032e-02
7.227065563201904297e-01 2.854524925351142883e-02
7.141934037208557129e-01 2.935506403446197510e-02
7.056822776794433594e-01 3.015739843249320984e-02
6.971732378005981445e-01 3.095176815986633301e-02
6.886663436889648438e-01 3.173769637942314148e-02
6.801614165306091309e-01 3.251471370458602905e-02
6.716585159301757812e-01 3.328235074877738953e-02
6.631575226783752441e-01 3.404014185070991516e-02
6.546585559844970703e-01 3.478762507438659668e-02
6.461614966392517090e-01 3.552433475852012634e-02
6.376663446426391602e-01 3.624980151653289795e-02
6.291730403900146484e-01 3.696357086300849915e-02
6.206815838813781738e-01 3.766517341136932373e-02
6.121920347213745117e-01 3.835415095090866089e-02
6.037042737007141113e-01 3.903004527091979980e-02
5.952183604240417480e-01 3.969239443540573120e-02
5.867342352867126465e-01 4.034074023365974426e-02
5.782518386840820312e-01 4.097462818026542664e-02
5.697711706161499023e-01 4.159360006451606750e-02
5.612922906875610352e-01 4.219719767570495605e-02
5.528150200843811035e-01 4.278497025370597839e-02
5.443394780158996582e-01 4.335646331310272217e-02
5.358656048774719238e-01 4.391122236847877502e-02
5.273933410644531250e-01 4.444879293441772461e-02
5.189226865768432617e-01 4.496873170137405396e-02
5.104536414146423340e-01 4.547058045864105225e-02
5.019861459732055664e-01 4.595389217138290405e-02
4.935201704502105713e-01 4.641821980476379395e-02
4.850557744503021240e-01 4.686311632394790649e-02
4.765929281711578369e-01 4.728812351822853088e-02
4.681316316127777100e-01 4.769278690218925476e-02
4.596717059612274170e-01 4.807666316628456116e-02
4.512129724025726318e-01 4.843933507800102234e-02
4.427552223205566406e-01 4.878043010830879211e-02
4.342981874942779541e-01 4.909961670637130737e-02
4.258417785167694092e-01 4.939660429954528809e-02
4.173858761787414551e-01 4.967113584280014038e-02
4.089306294918060303e-01 4.992296546697616577e-02
4.004761576652526855e-01 5.015185102820396423e-02
3.920226693153381348e-01 5.035754293203353882e-02
3.835702836513519287e-01 5.053978040814399719e-02
3.751191496849060059e-01 5.069832131266593933e-02
3.666693866252899170e-01 5.083290487527847290e-02
3.582211434841156006e-01 5.094328150153160095e-02
3.497745096683502197e-01 5.102920159697532654e-02
3.413296043872833252e-01 5.109041184186935425e-02
3.328861892223358154e-01 5.112670361995697021e-02
3.244445919990539551e-01 5.113788694143295288e-02
3.160057067871093750e-01 5.112370103597640991e-02
3.075707554817199707e-01 5.108372867107391357e-02
2.991410493850708008e-01 5.101737007498741150e-02
2.907179892063140869e-01 5.092380940914154053e-02
2.823026478290557861e-01 5.080204084515571594e-02
2.738957703113555908e-01 5.065089836716651917e-02
2.654975056648254395e-01 5.046915262937545776e-02
2.571074664592742920e-01 5.025558918714523315e-02
2.487255334854125977e-01 5.000903829932212830e-02
2.403517067432403564e-01 4.972834885120391846e-02
2.319859117269515991e-01 4.941236600279808044e-02
2.236281335353851318e-01 4.905993863940238953e-02
2.152782976627349854e-01 4.866993427276611328e-02
2.069363594055175781e-01 4.824120923876762390e-02
1.986004561185836792e-01 4.777258634567260742e-02
1.902695447206497192e-01 4.726327210664749146e-02
1.819469183683395386e-01 4.671256989240646362e-02
1.736391037702560425e-01 4.611927270889282227e-02
1.653548330068588257e-01 4.548123851418495178e-02
1.571038216352462769e-01 4.479515179991722107e-02
1.488955318927764893e-01 4.405648261308670044e-02
1.407379209995269775e-01 4.325963184237480164e-02
1.326360106468200684e-01 4.239825159311294556e-02
1.245905533432960510e-01 4.146570712327957153e-02
1.166015565395355225e-01 4.045586287975311279e-02
1.086705625057220459e-01 3.936298564076423645e-02
1.007990017533302307e-01 3.818154707551002502e-02
9.298825263977050781e-02 3.690619766712188721e-02
8.523955196142196655e-02 3.553175553679466248e-02
7.754448801279067993e-02 3.405087068676948547e-02
6.988061964511871338e-02 3.245497867465019226e-02
6.227776780724525452e-02 3.074881434440612793e-02
5.480143427848815918e-02 2.894115820527076721e-02
4.753581434488296509e-02 2.703912183642387390e-02
4.056535288691520691e-02 2.504379861056804657e-02
3.394518420100212097e-02 2.293910458683967590e-02
2.761041559278964996e-02 2.064032293856143951e-02
2.168378233909606934e-02 1.818381808698177338e-02
1.634128391742706299e-02 1.566527411341667175e-02
1.172640919685363770e-02 1.319762133061885834e-02
7.962957024574279785e-03 1.089665200561285019e-02
5.092367064207792282e-03 8.824486285448074341e-03
3.082088660448789597e-03 7.020030636340379715e-03
1.803742372430860996e-03 5.462856031954288483e-03
1.037905574776232243e-03 4.100588615983724594e-03
5.046023870818316936e-04 2.816624706611037254e-03
1.642818824620917439e-04 1.611853134818375111e-03
4.895178335573291406e-06 5.038230447098612785e-04
1.701077599136624485e-05 -5.055965157225728035e-04
1.717851264402270317e-04 -1.411211676895618439e-03
4.485390381887555122e-04 -2.253634156659245491e-03
8.213901310227811337e-04 -3.045819699764251709e-03
1.218991470523178577e-03 -3.791305702179670334e-03
1.933954190462827682e-03 -4.595048259943723679e-03
3.360781818628311157e-03 -5.594197195023298264e-03
5.757833831012248993e-03 -6.848912220448255539e-03
9.246881119906902313e-03 -8.347215130925178528e-03
1.382371038198471069e-02 -1.003051362931728363e-02
1.935112290084362030e-02 -1.178602967411279678e-02
2.560503594577312469e-02 -1.349553093314170837e-02
3.231059014797210693e-02 -1.503054611384868622e-02
3.923477604985237122e-02 -1.631261780858039856e-02
4.646836966276168823e-02 -1.741971634328365326e-02
5.406718328595161438e-02 -1.842285506427288055e-02
6.196617707610130310e-02 -1.935014314949512482e-02
7.007906585931777954e-02 -2.022118866443634033e-02
7.831320911645889282e-02 -2.104602567851543427e-02
