Airfoils1D_105F
9.997207926051772109e-01 2.675393563199993997e-04
9.915688442077055242e-01 1.032743289240762447e-03
9.833502551458479513e-01 1.862945856667730209e-03
9.750621448283480763e-01 2.747240450051555670e-03
9.667015402188896545e-01 3.674100203087116157e-03
9.582653461863082089e-01 4.631337406225839552e-03
9.497636418282368043e-01 5.604535472364041010e-03
9.413097125688852929e-01 6.566926601387879439e-03
9.329322553109388183e-01 7.501799302564723243e-03
9.245926311330423530e-01 8.402291101524557090e-03
9.162332885041177821e-01 9.273920052378989767e-03
9.078526701760645246e-01 1.011990097772684852e-02
8.994508825877578495e-01 1.094331468264637432e-02
8.910278823282260507e-01 1.174729823209146387e-02
8.825839905045403944e-01 1.253499678253464263e-02
8.741193493256774749e-01 1.330961719345049796e-02
8.656341052189099328e-01 1.407441058279523816e-02
8.571359164490414129e-01 1.483164614197182707e-02
8.486377790094671303e-01 1.558084248434610415e-02
8.401401686974689920e-01 1.632172386321504784e-02
8.316430924827933335e-01 1.705405433116436234e-02
8.231465589075886990e-01 1.777759803905192004e-02
8.146505895318760793e-01 1.849211828786918171e-02
8.061551751611107930e-01 1.919738121024275671e-02
7.976603227879318636e-01 1.989315178301021697e-02
7.891660394060600048e-01 2.057919521388132389e-02
7.806723442636432919e-01 2.125527597325736068e-02
7.721792373034475077e-01 2.192116032342671106e-02
7.636867202588194514e-01 2.257661458739142549e-02
7.551948001082932072e-01 2.322140489801661350e-02
7.467034881974944360e-01 2.385529729533817506e-02
7.382127999990224509e-01 2.447805777272509323e-02
7.297227295233338351e-01 2.508945413123999518e-02
7.212327622448351239e-01 2.568931446535673013e-02
7.127420308958509754e-01 2.627764776505268560e-02
7.042505116257076203e-01 2.685446517797177371e-02
6.957582154893907633e-01 2.741977553001881049e-02
6.872651533692423209e-01 2.797358766021962317e-02
6.787713359773177579e-01 2.851591041939335533e-02
6.702767738588404356e-01 2.904675266877930484e-02
6.617814773704894238e-01 2.956612328021728658e-02
6.532854577550543107e-01 3.007403107135379547e-02
6.447887257311463172e-01 3.057048489308451800e-02
6.362912920189972565e-01 3.105549359634810977e-02
6.277931668263964093e-01 3.152906606043507504e-02
6.192943612057754121e-01 3.199121111665029216e-02
6.107948860661986945e-01 3.244193760573531315e-02
6.022947521343894328e-01 3.288125437888499147e-02
5.937939699756457079e-01 3.330917029547817571e-02
5.852925499446671731e-01 3.372569422436767772e-02
5.767905033102479484e-01 3.413083498962723311e-02
5.682878408055477282e-01 3.452460144284794086e-02
5.597845731653161572e-01 3.490700243574210160e-02
5.512807106113160049e-01 3.527804684225967213e-02
5.427762642065064869e-01 3.563774349878674752e-02
5.342712448790838398e-01 3.598610124908929730e-02
5.257656633701626170e-01 3.632312894544584975e-02
5.172595302580427212e-01 3.664883544648272345e-02
5.087528559099966374e-01 3.696322961783737177e-02
5.002456516124849095e-01 3.726632029123901069e-02
4.917379281129254931e-01 3.755811631966460978e-02
4.832296961602942087e-01 3.783862655628634358e-02
4.747209659837673401e-01 3.810785987063038116e-02
4.662117486702935798e-01 3.836582510427989645e-02
4.577020551593953823e-01 3.861253110503468783e-02
4.491930149430196639e-01 3.884790493603353101e-02
4.406865969005022143e-01 3.907151264082459052e-02
4.321829386787067739e-01 3.928283410236432793e-02
4.236820433254329110e-01 3.948135355527553764e-02
4.151839430879519233e-01 3.966655557599280124e-02
4.066886701547755556e-01 3.983792587010523412e-02
3.981962793896211550e-01 3.999495086943324201e-02
3.897067939368381029e-01 4.013711879395126525e-02
3.812202316036111260e-01 4.026391900316418637e-02
3.727366242047278622e-01 4.037484170396517247e-02
3.642560034251531298e-01 4.046937822123785472e-02
3.557784307544584745e-01 4.054702075119157034e-02
3.473039129488937338e-01 4.060726318239052390e-02
3.388324756081236289e-01 4.064960023782001469e-02
3.303641497350424672e-01 4.067352768883512881e-02
3.218989661209346598e-01 4.067854240816063532e-02
3.134369858761493766e-01 4.066414245329914856e-02
3.049782121302060389e-01 4.062982696238472136e-02
2.965226712775970719e-01 4.057509608737701334e-02
2.880703930778491517e-01 4.049945106407094875e-02
2.796214069872421382e-01 4.040239420417210403e-02
2.711757667143724349e-01 4.028342926745309693e-02
2.627334843940234421e-01 4.014206059450226710e-02
2.542945802180031634e-01 3.997779358210903217e-02
2.458590822242708029e-01 3.979013477886516464e-02
2.374270180473977976e-01 3.957859177128614236e-02
2.289984270457318949e-01 3.934267353231946790e-02
2.205733427066341734e-01 3.908189002272892398e-02
2.121517721066788487e-01 3.879575137623081371e-02
2.037337410453314290e-01 3.848376923205888700e-02
1.953192748119848554e-01 3.814545621298391642e-02
1.869083981641811998e-01 3.778032591218616343e-02
1.785119751741108263e-01 3.738793441857030803e-02
1.701512565212946748e-01 3.696502911403617281e-02
1.618273909251143894e-01 3.650608990341686760e-02
1.535407747768313680e-01 3.600569633799487884e-02
1.452917903252013421e-01 3.545856392067150975e-02
1.370808003019926002e-01 3.485953978735160941e-02
1.289081422747053174e-01 3.420359821457205629e-02
1.207741227972444209e-01 3.348583585871943435e-02
1.126829217071507877e-01 3.270169250616083989e-02
1.046427875211820430e-01 3.184606334795274385e-02
9.665500805050555866e-02 3.091290469407568728e-02
8.872042389567254272e-02 2.989633137549426237e-02
8.083978404509348237e-02 2.879064138579929752e-02
7.301373362583679638e-02 2.759030237191904822e-02
6.524280250449740470e-02 2.628993665296521995e-02
5.752739500712961140e-02 2.488430464210516016e-02
4.999732069019773018e-02 2.338929748330770622e-02
4.287750676371181874e-02 2.181274995781636375e-02
3.615470831340444197e-02 2.011589275985985539e-02
2.979257232906843550e-02 1.826568230007145910e-02
2.376421129652221687e-02 1.623814853359862101e-02
1.804223293705979267e-02 1.401319377080624193e-02
1.259732426677776483e-02 1.157123275197688428e-02
7.399266163320489774e-03 8.890779964980289815e-03
4.342301204042621141e-03 7.076661736160427471e-03
2.830831156998020286e-03 5.919199724399601056e-03
1.819036466881136403e-03 4.889743585524648078e-03
1.116971050931536789e-03 3.924845760469278418e-03
5.927540061486277463e-04 2.916274751016520190e-03
2.385727788209587527e-04 1.883270994167730817e-03
