Airfoils2D_102
9.995950460433959961e-01 1.429431576980277896e-04
9.917922616004943848e-01 1.012468128465116024e-03
9.831781983375549316e-01 1.901777344755828381e-03
9.739918112754821777e-01 2.797761699184775352e-03
9.644721150398254395e-01 3.687312593683600426e-03
9.503444433212280273e-01 4.959560465067625046e-03
9.411677122116088867e-01 5.760047584772109985e-03
9.322612881660461426e-01 6.530078127980232239e-03
9.237549304962158203e-01 7.268898654729127884e-03
9.157676696777343750e-01 7.967800833284854889e-03
9.074110388755798340e-01 8.714469149708747864e-03
8.990308046340942383e-01 9.499714709818363190e-03
8.906392455101013184e-01 1.032586768269538879e-02
8.822271823883056641e-01 1.117523759603500366e-02
8.737674355506896973e-01 1.203842833638191223e-02
8.652461767196655273e-01 1.289033051580190659e-02
8.566813468933105469e-01 1.371979061514139175e-02
8.480868339538574219e-01 1.451187580823898315e-02
8.394786119461059570e-01 1.525021996349096298e-02
8.308896422386169434e-01 1.594101078808307648e-02
8.223367333412170410e-01 1.660495065152645111e-02
8.138284683227539062e-01 1.723161898553371429e-02
8.053655028343200684e-01 1.782359555363655090e-02
7.969186305999755859e-01 1.840631663799285889e-02
7.884747385978698730e-01 1.898771896958351135e-02
7.800220251083374023e-01 1.957440748810768127e-02
7.715482711791992188e-01 2.017366141080856323e-02
7.630516290664672852e-01 2.078384719789028168e-02
7.545366883277893066e-01 2.140494249761104584e-02
7.460089921951293945e-01 2.204507403075695038e-02
7.374709248542785645e-01 2.267383411526679993e-02
7.289423346519470215e-01 2.328697219491004944e-02
7.204202413558959961e-01 2.389751560986042023e-02
7.119236588478088379e-01 2.449404075741767883e-02
7.034612894058227539e-01 2.507843449711799622e-02
6.950241327285766602e-01 2.565265446901321411e-02
6.866059303283691406e-01 2.621858194470405579e-02
6.781784892082214355e-01 2.677393518388271332e-02
6.697337627410888672e-01 2.732247859239578247e-02
6.612518429756164551e-01 2.786810509860515594e-02
6.527601480484008789e-01 2.841270156204700470e-02
6.442564129829406738e-01 2.895799651741981506e-02
6.357634663581848145e-01 2.950070798397064209e-02
6.272764801979064941e-01 3.004355356097221375e-02
6.187950968742370605e-01 3.057464957237243652e-02
6.103246808052062988e-01 3.109369054436683655e-02
6.018405556678771973e-01 3.158917278051376343e-02
5.933461785316467285e-01 3.205857053399085999e-02
5.848389863967895508e-01 3.252429142594337463e-02
