9.998309781620408065e-01 1.528186644217703009e-04
9.926944365891033906e-01 1.280910710989604335e-03
9.853655955471675165e-01 2.243956836130433195e-03
9.778283508161564885e-01 3.063214430600082368e-03
9.700643537657988036e-01 3.763381274200393832e-03
9.620600809629934469e-01 4.373058944445597229e-03
9.537976016870479690e-01 4.926878165332642528e-03
9.452895894523358766e-01 5.464597166252692893e-03
9.369274661170357010e-01 6.008483996407206970e-03
9.286128874575644288e-01 6.598509943628178866e-03
9.201131158013500233e-01 7.232046446448543719e-03
9.116595653121796206e-01 7.857574291040338513e-03
9.033988598051562180e-01 8.430769412716025701e-03
8.951610294874805529e-01 8.940592127884516155e-03
8.867328886762856355e-01 9.417698294908682932e-03
8.782003153407130780e-01 9.889409440834983148e-03
8.698405858204898422e-01 1.037436165632747882e-02
8.615655272130632314e-01 1.090406459760578581e-02
8.532214805179753059e-01 1.148544231644955255e-02
8.448012322515707773e-01 1.210675338949595767e-02
8.363017998576199874e-01 1.275527464404435131e-02
8.277421387698125077e-01 1.341582280892085130e-02
8.192400031355427936e-01 1.406508846124102791e-02
8.108171416570207901e-01 1.468764257297091626e-02
8.024709940371657080e-01 1.527070143471759289e-02
7.941496013392388420e-01 1.580766124980994419e-02
7.857808353854990324e-01 1.630618454638843931e-02
7.773624330390717097e-01 1.677393904498489935e-02
7.688940698756341341e-01 1.721873153915498555e-02
7.603752566718305905e-01 1.764865238536757544e-02
7.518057460934945979e-01 1.807206688335004016e-02
7.432325947135406397e-01 1.849529041458120721e-02
7.347089903337281624e-01 1.892435421286809208e-02
7.262071062637570629e-01 1.936757143480679483e-02
7.176925986156423853e-01 1.982645226528726226e-02
7.091650599071771532e-01 2.029871442583812760e-02
7.006243022600342485e-01 2.078204170533448636e-02
6.920701364747811057e-01 2.127409520915731281e-02
6.835021950403857849e-01 2.177252342645543889e-02
6.749204359470066805e-01 2.227493261962495627e-02
6.663316902869473868e-01 2.277850257449409721e-02
6.577552386994709455e-01 2.327967358218156410e-02
6.491927204382117456e-01 2.377593867218502979e-02
6.406437549963934774e-01 2.426493273671463669e-02
6.321081523268187174e-01 2.474430271258750216e-02
6.235857238275145376e-01 2.521171838316914326e-02
6.150764420283886258e-01 2.566486374861544004e-02
6.065799676132619389e-01 2.610146218075680077e-02
5.980955900252851176e-01 2.651927624599310224e-02
5.895989139144487412e-01 2.691872267878564137e-02
5.810701323205724744e-01 2.730495931529228551e-02
5.725088997821368153e-01 2.768332080831174477e-02
