Airfoils2D_088
9.992164969444274902e-01 7.774222467560321093e-05
9.918221235275268555e-01 9.396895184181630611e-04
9.834411144256591797e-01 1.704729744233191013e-03
9.743387699127197266e-01 2.392162103205919266e-03
9.647804498672485352e-01 3.021286334842443466e-03
9.504225254058837891e-01 3.901565680280327797e-03
9.410166144371032715e-01 4.482476506382226944e-03
9.318509697914123535e-01 5.072168074548244476e-03
9.230929613113403320e-01 5.653163418173789978e-03
9.148934483528137207e-01 6.211264990270137787e-03
9.063525199890136719e-01 6.790213752537965775e-03
8.978474736213684082e-01 7.362048141658306122e-03
8.893669843673706055e-01 7.947127334773540497e-03
8.809115886688232422e-01 8.550742641091346741e-03
8.724636435508728027e-01 9.183395653963088989e-03
8.640006184577941895e-01 9.843457490205764771e-03
8.555157780647277832e-01 1.053034886717796326e-02
8.470094203948974609e-01 1.121400576084852219e-02
8.384783267974853516e-01 1.188339479267597198e-02
8.299187421798706055e-01 1.251791603863239288e-02
8.213416934013366699e-01 1.308839954435825348e-02
8.127448558807373047e-01 1.361369341611862183e-02
8.041619062423706055e-01 1.410255115479230881e-02
7.956027388572692871e-01 1.458209939301013947e-02
7.870564460754394531e-01 1.508004218339920044e-02
7.785226702690124512e-01 1.560722850263118744e-02
7.700009942054748535e-01 1.615108549594879150e-02
7.614862322807312012e-01 1.670723222196102142e-02
7.529641389846801758e-01 1.726227998733520508e-02
7.444388866424560547e-01 1.780488342046737671e-02
7.359036803245544434e-01 1.833995245397090912e-02
7.273710370063781738e-01 1.886271685361862183e-02
7.188392877578735352e-01 1.939398422837257385e-02
7.102947235107421875e-01 1.994290202856063843e-02
7.017568945884704590e-01 2.050437591969966888e-02
6.932386159896850586e-01 2.106454968452453613e-02
6.847314834594726562e-01 2.162523008882999420e-02
6.762412190437316895e-01 2.218655310571193695e-02
6.677574515342712402e-01 2.274308353662490845e-02
6.592652797698974609e-01 2.328767068684101105e-02
6.507585048675537109e-01 2.383127994835376740e-02
6.422332525253295898e-01 2.438026480376720428e-02
6.336846351623535156e-01 2.492501214146614075e-02
6.251319050788879395e-01 2.546238154172897339e-02
6.165822744369506836e-01 2.598396502435207367e-02
6.080302596092224121e-01 2.649932168424129486e-02
5.994918346405029297e-01 2.700603939592838287e-02
5.909541249275207520e-01 2.750364691019058228e-02
5.824041962623596191e-01 2.799301035702228546e-02
5.738450288772583008e-01 2.848614193499088287e-02
5.652828812599182129e-01 2.897646836936473846e-02
5.567224621772766113e-01 2.945553138852119446e-02
5.481657981872558594e-01 2.993679232895374298e-02
5.396150350570678711e-01 3.040827065706253052e-02
5.310686230659484863e-01 3.087957017123699188e-02
5.225400924682617188e-01 3.134027123451232910e-02
5.140187740325927734e-01 3.178654611110687256e-02
5.054929256439208984e-01 3.221407905220985413e-02
4.969686865806579590e-01 3.262367099523544312e-02
4.884455502033233643e-01 3.301679715514183044e-02
4.799140095710754395e-01 3.339326381683349609e-02
4.713690876960754395e-01 3.377234935760498047e-02
4.628077149391174316e-01 3.415251150727272034e-02
4.542334973812103271e-01 3.453906998038291931e-02
4.456613957881927490e-01 3.492285683751106262e-02
4.370972514152526855e-01 3.529456630349159241e-02
4.285533130168914795e-01 3.565043956041336060e-02
4.200296401977539062e-01 3.599000722169876099e-02
4.115230739116668701e-01 3.631322458386421204e-02
4.030301868915557861e-01 3.662063553929328918e-02
3.945475816726684570e-01 3.691828995943069458e-02
3.860591053962707520e-01 3.721147030591964722e-02
3.775685429573059082e-01 3.749072179198265076e-02
3.690829873085021973e-01 3.774238005280494690e-02
3.606075644493103027e-01 3.796594589948654175e-02
3.521385490894317627e-01 3.816696256399154663e-02
3.436618447303771973e-01 3.834759816527366638e-02
3.351849019527435303e-01 3.850994259119033813e-02
3.267127275466918945e-01 3.866137936711311340e-02
3.182287514209747314e-01 3.880377486348152161e-02
3.097320795059204102e-01 3.894396498799324036e-02
3.012386560440063477e-01 3.906504809856414795e-02
2.927595674991607666e-01 3.915739059448242188e-02
2.842988073825836182e-01 3.923579305410385132e-02
2.758548557758331299e-01 3.929862007498741150e-02
2.674259543418884277e-01 3.934119269251823425e-02
2.590247988700866699e-01 3.936167061328887939e-02
2.506437301635742188e-01 3.935616090893745422e-02
2.422642111778259277e-01 3.932174295186996460e-02
2.339040040969848633e-01 3.924660012125968933e-02
2.255637943744659424e-01 3.911571204662322998e-02
2.172438353300094604e-01 3.893489390611648560e-02
2.089433372020721436e-01 3.871521726250648499e-02
2.006555348634719849e-01 3.844809904694557190e-02
1.923791468143463135e-01 3.813409805297851562e-02
1.841161847114562988e-01 3.778076171875000000e-02
1.758613437414169312e-01 3.738651052117347717e-02
1.676193475723266602e-01 3.695656359195709229e-02
1.594087183475494385e-01 3.648211807012557983e-02
1.512255966663360596e-01 3.597385436296463013e-02
1.430787891149520874e-01 3.544636815786361694e-02
1.349761933088302612e-01 3.489071875810623169e-02
1.269159913063049316e-01 3.428944572806358337e-02
1.189074143767356873e-01 3.363027051091194153e-02
1.109550073742866516e-01 3.290282189846038818e-02
1.030736714601516724e-01 3.208616375923156738e-02
9.526669979095458984e-02 3.117843717336654663e-02
8.753821998834609985e-02 3.017495572566986084e-02
7.988942414522171021e-02 2.907202579081058502e-02
7.234202325344085693e-02 2.788790687918663025e-02
6.491912156343460083e-02 2.660284563899040222e-02
5.764699727296829224e-02 2.521605044603347778e-02
5.055869370698928833e-02 2.372824214398860931e-02
4.370557516813278198e-02 2.213913388550281525e-02
3.715319186449050903e-02 2.044243551790714264e-02
3.094170428812503815e-02 1.864250563085079193e-02
2.513287775218486786e-02 1.674006506800651550e-02
1.979861967265605927e-02 1.473720464855432510e-02
1.503254286944866180e-02 1.268993411213159561e-02
1.091361884027719498e-02 1.061563659459352493e-02
7.497060578316450119e-03 8.601157926023006439e-03
4.800155758857727051e-03 6.718300282955169678e-03
2.803319133818149567e-03 5.031924694776535034e-03
1.446412061341106892e-03 3.568394109606742859e-03
5.956660024821758270e-04 2.328685019165277481e-03
1.298207498621195555e-04 1.277805189602077007e-03
-6.702444807160645723e-05 3.802145074587315321e-04
-7.947326957946643233e-05 -4.068447451572865248e-04
1.950126352312508970e-05 -1.125764101743698120e-03
2.003908302867785096e-04 -1.772421645000576973e-03
4.797469300683587790e-04 -2.383120357990264893e-03
9.255135082639753819e-04 -2.981460420414805412e-03
1.662961090914905071e-03 -3.614836372435092926e-03
2.846224000677466393e-03 -4.320349078625440598e-03
4.685716703534126282e-03 -5.141268949955701828e-03
7.370047736912965775e-03 -6.074857898056507111e-03
1.103739626705646515e-02 -7.114822510629892349e-03
1.572643779218196869e-02 -8.194030262529850006e-03
2.137966826558113098e-02 -9.256836026906967163e-03
2.785557508468627930e-02 -1.027457788586616516e-02
3.496949374675750732e-02 -1.121434196829795837e-02
4.252881184220314026e-02 -1.207550521939992905e-02
5.037080496549606323e-02 -1.286060269922018051e-02
5.839825049042701721e-02 -1.358572114259004593e-02
6.653780490159988403e-02 -1.426392327994108200e-02
7.475737482309341431e-02 -1.490557007491588593e-02
