20140417-49 +2
 0.9998520    -0.0103810
 0.9964317    -0.0098638
 0.9897215    -0.0089175
 0.9817612    -0.0078427
 0.9732709    -0.0067275
 0.9646007    -0.0056215
 0.9558905    -0.0045259
 0.9471604    -0.0034602
 0.9383902    -0.0023953
 0.9296599    -0.0013507
 0.9209098    -0.0003250
 0.9121497     0.0006806
 0.9034094     0.0016753
 0.8946693     0.0026507
 0.8859191     0.0036161
 0.8771790     0.0045617
 0.8684188     0.0054964
 0.8596489     0.0064131
 0.8508587     0.0073180
 0.8420886     0.0082137
 0.8333187     0.0090805
 0.8245286     0.0099453
 0.8157385     0.0108011
 0.8069686     0.0116278
 0.7981884     0.0124526
 0.7893885     0.0132585
 0.7805786     0.0140553
 0.7717785     0.0148503
 0.7629784     0.0156260
 0.7541585     0.0163920
 0.7453383     0.0171659
 0.7365383     0.0179207
 0.7277583     0.0186566
 0.7189682     0.0193813
 0.7102281     0.0201156
 0.7016380     0.0208196
 0.6930382     0.0214666
 0.6843282     0.0221427
 0.6755981     0.0228362
 0.6668180     0.0235109
 0.6580280     0.0241857
 0.6492180     0.0248407
 0.6403781     0.0254956
 0.6315480     0.0261404
 0.6227280     0.0267853
 0.6139080     0.0274194
 0.6050880     0.0280441
 0.5962582     0.0286510
 0.5874282     0.0292659
 0.5785981     0.0298708
 0.5697682     0.0304667
 0.5609484     0.0310526
 0.5521185     0.0316294
 0.5432787     0.0321963
 0.5344388     0.0327722
 0.5256290     0.0333290
 0.5168192     0.0338769
 0.5079895     0.0344049
 0.4991497     0.0349427
 0.4903099     0.0354699
 0.4814902     0.0359785
 0.4726705     0.0364876
 0.4638508     0.0369767
 0.4550311     0.0374655
 0.4462014     0.0379348
 0.4373717     0.0384036
 0.4285621     0.0388537
 0.4197624     0.0392938
 0.4109328     0.0397141
 0.4021132     0.0401340
 0.3933136     0.0405344
 0.3844940     0.0409155
 0.3756944     0.0412859
 0.3668948     0.0416369
 0.3580752     0.0419692
 0.3492656     0.0422906
 0.3404861     0.0425929
 0.3316965     0.0428746
 0.3228969     0.0431367
 0.3141074     0.0433704
 0.3053178     0.0435921
 0.2965482     0.0437854
 0.2877787     0.0439493
 0.2790091     0.0440928
 0.2702495     0.0442069
 0.2614899     0.0442816
 0.2527403     0.0443364
 0.2439907     0.0443607
 0.2352611     0.0443456
 0.2265514     0.0442918
 0.2178317     0.0441886
 0.2091320     0.0440539
 0.2004522     0.0438705
 0.1917724     0.0436373
 0.1831126     0.0433632
 0.1744827     0.0430205
 0.1658828     0.0426267
 0.1572827     0.0421551
 0.1487326     0.0416221
 0.1402125     0.0410099
 0.1317122     0.0403174
 0.1232419     0.0395354
 0.1148214     0.0386641
 0.1064407     0.0376929
 0.0981099     0.0366121
 0.0898591     0.0354207
 0.0816980     0.0341096
 0.0735868     0.0326486
 0.0655956     0.0310562
 0.0577640     0.0293051
 0.0500624     0.0273730
 0.0426008     0.0252798
 0.0353988     0.0229773
 0.0285671     0.0205129
 0.0222755     0.0178975
 0.0167442     0.0152409
 0.0121725     0.0126944
 0.0086722     0.0104352
 0.0060821     0.0084856
 0.0041724     0.0068154
 0.0027628     0.0053552
 0.0017049     0.0040635
 0.0009362     0.0028828
 0.0004069     0.0017925
 0.0000892     0.0007719
-0.0000100    -0.0001982
 0.0001191    -0.0011383
 0.0005464    -0.0020795
 0.0012832    -0.0029421
 0.0023219    -0.0037238
 0.0036615    -0.0044546
 0.0053714    -0.0051948
 0.0075913    -0.0059552
 0.0105713    -0.0067851
 0.0146616    -0.0077139
 0.0201318    -0.0087034
 0.0269023    -0.0096901
 0.0345129    -0.0105852
 0.0425534    -0.0113508
 0.0508337    -0.0119970
 0.0592340    -0.0125423
 0.0677444    -0.0129975
 0.0763246    -0.0133831
 0.0849248    -0.0136989
 0.0935649    -0.0139463
 0.1022651    -0.0141528
 0.1109652    -0.0143187
 0.1196853    -0.0144453
 0.1284254    -0.0145324
 0.1371755    -0.0145797
 0.1459555    -0.0146069
 0.1547156    -0.0146040
 0.1634956    -0.0145803
 0.1722957    -0.0145286
 0.1810957    -0.0144568
 0.1898957    -0.0143733
 0.1987158    -0.0142701
 0.2075258    -0.0141486
 0.2163458    -0.0140065
 0.2251659    -0.0138635
 0.2339959    -0.0136928
 0.2428359    -0.0135203
 0.2516659    -0.0133380
 0.2604859    -0.0131456
 0.2693259    -0.0129342
 0.2781760    -0.0127128
 0.2870260    -0.0124908
 0.2958660    -0.0122686
 0.3046960    -0.0120272
 0.3135460    -0.0117853
 0.3223960    -0.0115341
 0.3312361    -0.0112726
 0.3400960    -0.0110201
 0.3489461    -0.0107589
 0.3577861    -0.0104880
 0.3666361    -0.0102167
 0.3754762    -0.0099358
 0.3843262    -0.0096640
 0.3931962    -0.0093830
 0.4020462    -0.0091021
 0.4108963    -0.0088123
 0.4197463    -0.0085220
 0.4285964    -0.0082404
 0.4374564    -0.0079506
 0.4463265    -0.0076608
 0.4551865    -0.0073705
 0.4640566    -0.0070888
 0.4729166    -0.0067990
 0.4817767    -0.0065093
 0.4906368    -0.0062295
 0.4994868    -0.0059406
 0.5083469    -0.0056607
 0.5172070    -0.0053807
 0.5260771    -0.0051011
 0.5349371    -0.0048222
 0.5437972    -0.0045525
 0.5526573    -0.0042746
 0.5615174    -0.0040150
 0.5703775    -0.0037471
 0.5792376    -0.0034884
 0.5880877    -0.0032395
 0.5969378    -0.0029908
 0.6057979    -0.0027430
 0.6146481    -0.0024953
 0.6234982    -0.0022575
 0.6323383    -0.0020284
 0.6411884    -0.0018000
 0.6500385    -0.0015822
 0.6588987    -0.0013645
 0.6677387    -0.0011566
 0.6765688    -0.0009578
 0.6853489    -0.0007603
 0.6939790    -0.0005832
 0.7019792    -0.0004600
 0.7096993    -0.0005937
 0.7179193    -0.0007062
 0.7265093    -0.0008290
 0.7352893    -0.0009729
 0.7441193    -0.0011158
 0.7529693    -0.0012598
 0.7618194    -0.0014218
 0.7706693    -0.0015858
 0.7795094    -0.0017498
 0.7883593    -0.0019328
 0.7971993    -0.0021167
 0.8060293    -0.0023097
 0.8148593    -0.0025227
 0.8236892    -0.0027366
 0.8325192    -0.0029685
 0.8413492    -0.0032114
